# Name                     RAdeg             DEdeg               Memb Disk Acc K2var   umag   gmag   rmag   imag   Hamag  SpT   Avmag                Lbol                Mstar               Rstar              logAge             logMacc             DlogMacc+ DlogMacc-
  EPIC224371063            271.06088         -24.36539           y    n*   0   MP      15.784 13.979 12.888 12.399 12.64  K2.5  0.289                13.356              1.769               5.241              5.41               ""                  ""        ""       
  EPIC224371161            271.13983         -24.36525           y    y    0   ""      18.204 16.189 14.688 14.054 14.46  ""    ""                   ""                  ""                  ""                 ""                 ""                  ""        ""       
  EPIC224371511            271.12142         -24.36461           y    n    0   QPS     17.071 15.521 14.466 13.964 14.222 G9.5  0.617                3.46                1.743               2.194              6.59               ""                  ""        ""       
  EPIC224371711            271.15399         -24.36424           y    n*   0   P       ""     17.89  16.247 15.449 15.88  K7.25 1.247                2.086               0.627               2.864              5.59               ""                  ""        ""       
  EPIC224371970            270.94233         -24.36372           y    y*   0   N       11.995 11.542 11.509 11.485 11.442 B7.75 0.859                149.811             3.181               2.892              6.31               ""                  ""        ""       
  EPIC224372151            271.01617         -24.36342           y    n    0   P       ""     18.693 15.274 12.925 14.725 K7.75 9.505                5496.127            ""                  151.553            ""                 ""                  ""        ""       
  EPIC224372613            271.04646         -24.36256           y    n    0   QPS     10.561 10.425 10.476 10.499 10.424 B8    0.087                184.145             3.327               3.419              6.25               ""                  ""        ""       
  EPIC224372993            271.05325         -24.36196           ?    n    0   S       12.416 10.444 9.474  9.076  9.266  K2    0.0                  233.86              5.92                20.877             ""                 ""                  ""        ""       
  EPIC224373010            271.11675         -24.36192           y    n    0   QPS     8.236  8.274  8.35   8.393  8.29   B8    0.0                  1216.407            6.311               8.786              5.44               ""                  ""        ""       
  EPIC224373436            271.012           -24.36108           y    n    0   QPS     17.571 15.459 14.235 13.673 13.934 K4    0.507                5.313               1.088               3.709              5.53               ""                  ""        ""       
  EPIC224374036            271.06933         -24.36              y    y    2   QPD     19.391 17.202 15.769 15.023 15.332 K6.75 0.247                1.308               0.729               2.198              5.95               -9.059              0.539     ""       
